Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
688;Льгов;Kursk;L'govskiy;"[ 0.41880912  0.11623323  0.15868305  0.33747061  0.25029464  0.42529339
  0.28252539  0.28252539  0.          0.48221741  0.1905921   0.
  0.          0.07674878 -0.          0.18284312  0.57761182  0.29644658
 -0.         -0.         -0.         -0.         -0.         -0.
  0.50672696  0.0183804   0.7344143  -0.        ]";[0.2644969520930838, 0.039957539146389526, 0.0890611134992822, 0.3034186060973296, 0.13010931204111392, 0.5379781219579157, 0.1313236777433596, 0.3654972379043814, 0.05194071917586919, 0.4026289415837249, 0.09116694741591172, 0.029034825697763306, 0.004875550961886932, 0.08725041205651624, 0.025068775475003142, 0.1894681932300327, 0.5658643066886415, 0.1300275075836752, 0.07237863161871769, 0.005150629459703924, 0.13747748314342875, 0.012780288746401797, 0.0, 0.16464239013458648, 0.5050305577763452, 0.20430474972096482, 0.5744368431900773, 0.13146009980502604]
689;Прохладный;Kabardino-Balkar;;"[ 0.36368545  0.16992661  0.20786318  0.29464452  0.30363743  0.38734941
  0.25732733  0.25481046  0.13810131  0.4444477   0.29807269  0.14381769
  0.09652867  0.04988501 -0.          0.02569483  0.18648271  0.17987346
 -0.         -0.         -0.         -0.         -0.         -0.
  0.6951905   0.08501795  0.27617266 -0.        ]";[0.31810562278444504, 0.08374670263537631, 0.11226607984708807, 0.2715557486454295, 0.1666654163129676, 0.5035960546797815, 0.1774191506337431, 0.3014619108281502, 0.07008726772464306, 0.41441939257949745, 0.13993220199285708, 0.0678892996683756, 0.03430696323505426, 0.09995876189290244, 0.02627702983535943, 0.16542210457632997, 0.49055780631463164, 0.19723945549224342, 0.0, 0.004348272153566196, 0.1467273850798191, 0.0, 0.010404480892232249, 0.1937965980942337, 0.5304958788979603, 0.24726523577831117, 0.6247938322924743, 0.26153803623392835]
690;Пушкино;Moscow City;Jakimanka;"[ 0.37679727  0.          0.          0.15357884  0.21557515  0.52273282
  0.21557515  0.07678942  0.          0.67996019  0.          0.
  0.         -0.         -0.          0.30561562  0.16169835  0.18955575
 -0.         -0.         -0.          0.28983691  0.00197662 -0.
 -0.          0.60244086 -0.         -0.        ]";[0.3258729054987539, 0.03872454825361472, 0.04502143719730485, 0.18138883641447912, 0.20390201895173982, 0.5431002874037427, 0.09751104905103541, 0.23215280364766533, 0.04890500238209692, 0.5378249648258677, 0.12670799767039037, 0.013277997068202901, 0.0, 0.006989867611973263, 1.6368233346437315, 0.07640390544640015, 0.13447249711672274, 0.14382407747760712, 2.5380844901692536, 2.1730267452605423, 0.8130174348011484, 1.5110469710431076, 1.7134261929931387, 1.1389836681517203, 0.06969442538831533, 0.28836349920740195, 0.277561833323138, 2.818300226345283]
691;Надым;Yamalo-Nenets;Nadymsky District;"[ 0.41488644  0.17405384  0.14145556  0.32037107  0.2882053   0.39359622
  0.29202906  0.21663621  0.06749145  0.46725544  0.28291112  0.04258237
  0.          0.10702727 -0.          0.07744206  0.49950344  0.33714822
 -0.         -0.         -0.         -0.         -0.         -0.
  0.93709263  0.08554272  0.45001976 -0.        ]";[0.38750670851301683, 0.15363593067748083, 0.15601034803038022, 0.2472003573122915, 0.28133167771135154, 0.4030615406969971, 0.21774340546892187, 0.19866746789839906, 0.135224856628617, 0.46270388329551176, 0.3260822171221865, 0.08772218971910965, 0.040146480789398926, 0.041516862639163495, 0.07587794540383735, 0.012907010552191976, 0.19051682040376805, 0.26493522570581046, 0.24746098290083193, 0.12496538807192598, 0.0, 0.06499764252014524, 0.03723452709887395, 0.0, 0.7178938499131187, 0.0899720846944973, 0.23751478549476437, 0.16842564883378272]
692;Юрга;Kemerovo;;"[ 0.3460176   0.20845666  0.23771111  0.31020494  0.30011414  0.36115335
  0.27261813  0.2789737   0.20238958  0.37659187  0.28550521  0.18517418
  0.11336257 -0.          0.33147671 -0.         -0.         -0.
  0.70767497  0.09842003 -0.          0.22107545  0.12999303 -0.
  0.16021655  0.09703797 -0.         -0.        ]";[0.36546355303480643, 0.09502478864618022, 0.13283336587062852, 0.3158239825659001, 0.21719825592422912, 0.4350065363445602, 0.19413716682152954, 0.2834664803594051, 0.11632066357693889, 0.43992107441917544, 0.1770871413645854, 0.09455554910415587, 0.03927919363981197, 0.06434352362889321, 0.06809924320516739, 0.12206906121406444, 0.29816136845263497, 0.11230141320641918, 0.14292583485914764, 0.065044320450861, 0.03882465588849897, 0.053400879611663184, 0.02545831226053273, 0.08754657598777747, 0.37681863092299805, 0.15269863186690943, 0.2938364530089544, 0.1769284661271063]
693;Касли;Chelyabinsk;;"[ 0.31517358  0.          0.          0.37969357  0.06874071  0.54516451
  0.          0.41398184  0.          0.53215394  0.          0.
  0.          0.06511089 -0.          0.22154892  0.74710644 -0.
 -0.         -0.         -0.         -0.         -0.          0.29138585
  0.10925994  0.11014806  0.5054881  -0.        ]";[0.19640181352118188, 0.04284828458818666, 0.06696792054248943, 0.38768981482371456, 0.09581166103622302, 0.56914565626025, 0.09473156719688033, 0.4242181350145357, 0.06590699221429314, 0.23342482024588274, 0.08628141706042206, 0.029464096875362857, 0.0117954454488925, 0.06655606885599596, 0.16677418406911385, 0.212099586987986, 0.6477752704127387, 0.07578890113780462, 0.14963883254306384, 0.1456811684504265, 0.28829642070475997, 0.07339198600983556, 0.059890481336721285, 0.3277192228709522, 0.3550133631612886, 0.31459402939607267, 0.8171621354573463, 0.5350482552902016]
694;Сорочинск;Orenburg;;"[ 0.35973465  0.04801678  0.18281692  0.33929084  0.26055175  0.4359676
  0.27760227  0.31901657  0.12412157  0.4723712   0.1875963   0.09603356
  0.          0.10593138 -0.          0.16921521  0.33825572  0.02637704
 -0.         -0.          0.04481846 -0.         -0.          0.07550315
  0.27853471  0.09811445  0.27627869 -0.        ]";[0.3790256313667687, 0.09398264698981548, 0.1583295002303285, 0.3168321631049366, 0.26461113270540315, 0.41648725946368914, 0.2536696927351746, 0.26620223272653815, 0.14673031784329943, 0.46104147786595684, 0.23784828889500303, 0.0926037206497858, 0.02024902512993458, 0.0725109194292541, 0.024619150705961074, 0.12083481467009945, 0.2750778870711116, 0.08732087495067284, 0.1262843681878298, 0.02875384838733679, 0.006558667274196429, 0.03388068566393353, 0.0, 0.007550315028343489, 0.4430755500155061, 0.13127867540114452, 0.2083312314836015, 0.0]
695;Ершов;Saratov;;"[ 0.39375364  0.          0.08887099  0.35647652  0.16821405  0.50527167
  0.25004635  0.38023999  0.08887099  0.45976669  0.          0.
  0.          0.15777023 -0.          0.35520173  0.59126748 -0.
 -0.         -0.          0.11656824 -0.         -0.          0.49399531
 -0.          0.24000458  0.57448438 -0.        ]";[0.28601655908128015, 0.050570042600381296, 0.09369719280630498, 0.36175154212041655, 0.17125633399062568, 0.5109599555038709, 0.1849944876209482, 0.36813402948288243, 0.07470226277230389, 0.3475836033363775, 0.12063941339282146, 0.06070970601912497, 0.019595271732012087, 0.06540604923575108, 0.13333927888742925, 0.18513500657127277, 0.4693623315272672, 0.07574856951562554, 0.15472477727370282, 0.15357278572346791, 0.1735463103465117, 0.08725962482004732, 0.07646068080097349, 0.24488633752761854, 0.23213652801559806, 0.21472095871255936, 0.5709948598379979, 0.35470725278971754]
696;Невьянск;Sverdlovsk;;"[ 0.50893316  0.05593882  0.17732186  0.43304851  0.08866093  0.49463063
  0.27713189  0.38362735  0.08866093  0.18582473  0.          0.
  0.          0.1671527  -0.          0.42602412  0.50643538 -0.
 -0.         -0.          0.18169566 -0.         -0.          0.32285243
  0.06434678  0.47592505  0.5265199  -0.        ]";[0.20365504400919565, 0.033073515046209645, 0.057725382444961865, 0.3492779392040689, 0.10056816213549588, 0.5826936004519707, 0.09689571705956014, 0.39843741911008157, 0.04940907835090125, 0.25631109442857763, 0.0777091168182353, 0.02360256139752804, 0.014419525608990154, 0.054698320007110196, 0.14265307058444723, 0.2109672129439544, 0.6213688750510342, 0.1251608445638378, 0.14800309285261334, 0.16564170663397507, 0.2923155942038698, 0.07880083210854658, 0.05531545029971831, 0.28598423375015414, 0.40802236159229505, 0.3566833222000964, 0.7827865426074834, 0.48737310742756945]
697;Хоста;Krasnodar;Sochi;"[ 0.35490494  0.19935197  0.23150058  0.30237359  0.30964045  0.37536152
  0.25477642  0.28341421  0.17917585  0.39521688  0.30949268  0.15226544
  0.          0.09380151 -0.         -0.          0.06962808  0.06625259
  0.27311027 -0.         -0.          0.00938814 -0.         -0.
  0.45483222  0.04936715 -0.         -0.        ]";[0.32126791328359205, 0.1394472358422113, 0.17287310965641073, 0.31371330694662086, 0.2435014053845665, 0.4319582342131657, 0.21993118074368115, 0.29505985182129985, 0.1516006461640105, 0.36981936758403483, 0.22433217358476729, 0.11968392548362713, 0.06207905974481358, 0.06265427730365464, 0.19775510681480435, 0.09868120980700172, 0.22286945497359167, 0.06243415651461602, 0.34269002129449855, 0.10164434105647183, 0.10552363198363938, 0.1080387504840812, 0.1068854473416367, 0.09187588671043691, 0.33951739191356317, 0.20642831175320808, 0.26776049851487527, 0.21685784445216386]
698;Ербогачён;Irkutsk;Katangsky District;"[ 0.47030485  0.          0.          0.          0.          0.43807554
  0.          0.          0.          0.76609606  0.          0.
  0.          0.00592139 -0.          0.21828826  0.49278897  0.83174695
 -0.          0.32706213 -0.         -0.         -0.         -0.
  0.7936262   0.19853224  0.68518225  0.81482107]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
699;Новочеркасск;Rostov;;"[ 0.34521925  0.19848522  0.22993192  0.30422068  0.30837753  0.35387044
  0.26940595  0.2720644   0.20004287  0.37571666  0.30287316  0.19768713
  0.13075272 -0.          0.37172593 -0.         -0.         -0.
  0.90916881  0.23055113 -0.          0.31296461  0.17948558 -0.
 -0.         -0.         -0.         -0.        ]";[0.29978878836020695, 0.08480802820292677, 0.1180380696503928, 0.3032678035112991, 0.18767764837222917, 0.4903363605982124, 0.17281539776363344, 0.33360867746543804, 0.11189161199910827, 0.40394861477822613, 0.14853802509082586, 0.06817410118393936, 0.038196642366170895, 0.06899320571232019, 0.12882684590657595, 0.13505904053725193, 0.3892396825459323, 0.12029958828564472, 0.2724459526433596, 0.15116618800958154, 0.11295345504025697, 0.10299557383995714, 0.07919129899621773, 0.1605180620327462, 0.35637926847321005, 0.17120257839226388, 0.3933896406863353, 0.2547163336662005]
700;Жиганск;Sakha;Zhiganskiy;"[ 0.37810409  0.          0.          0.          0.          0.41063356
  0.          0.          0.          0.82970921  0.          0.
  0.          0.04800699 -0.          0.18717245  0.46762564  0.7842902
 -0.          0.2580769  -0.         -0.         -0.         -0.
  1.24686445  0.06198076  0.48394403  0.46786671]";[0.3024506121901781, 0.015030370283265346, 0.024871201459580636, 0.17143272210438792, 0.06538955585818582, 0.4922334508394895, 0.06158302545298257, 0.16770491671135368, 0.022426757601338974, 0.5914009632565796, 0.049602797854162356, 0.009224323113800845, 0.006408858307206657, 0.04433593837992825, 0.09383708274440296, 0.21236689191762004, 0.5357984299329522, 0.40731515564433224, 0.18155970458438192, 0.15187689627688214, 0.1464042425617152, 0.08098796201777131, 0.08356478609398366, 0.11501424995775827, 0.8844434664796884, 0.16711798883117224, 0.556037551076219, 0.35877399934641496]
701;Десногорск;Smolensk;Roslavl'skiy;"[ 0.          0.          0.          0.40984823  0.          0.71777361
  0.          0.56287252  0.          0.          0.          0.
  0.          0.04341063  0.17467251  0.24868514  0.88654811 -0.
 -0.         -0.          0.51304717 -0.         -0.          0.35718143
  0.71617311  0.45695144  1.24325682  0.54967265]";[0.2800699590152095, 0.017907492481486036, 0.04190214109031871, 0.3437256625614179, 0.12076284044008326, 0.5296809154574768, 0.09340244056858096, 0.34000095113497913, 0.02638167701197323, 0.44232183790428536, 0.10726571986316692, 0.010811439495391845, 0.005340646113094486, 0.04388971410921246, 0.09064262852430026, 0.18034351918130337, 0.5621406159579756, 0.1015811926961616, 0.18623823157869865, 0.1568551130426086, 0.10847020805388098, 0.10047603120910183, 0.024534647668984177, 0.1947185517244291, 0.3819662003257904, 0.18904339045137186, 0.5139990137073293, 0.22824559253694413]
702;Калининск;Saratov;;"[ 0.          0.          0.          0.42328514  0.          0.7088748
  0.          0.55097524  0.12145986  0.          0.          0.
  0.          0.09207608  0.21329608  0.26226908  0.83223936 -0.
 -0.         -0.          0.59282676 -0.         -0.          0.51584451
  0.56757925  0.53953792  1.21344502  0.57139063]";[0.28601655908128015, 0.050570042600381296, 0.09369719280630498, 0.36175154212041655, 0.17125633399062568, 0.5109599555038709, 0.1849944876209482, 0.36813402948288243, 0.07470226277230389, 0.3475836033363775, 0.12063941339282146, 0.06070970601912497, 0.019595271732012087, 0.06540604923575108, 0.13333927888742925, 0.18513500657127277, 0.4693623315272672, 0.07574856951562554, 0.15472477727370282, 0.15357278572346791, 0.1735463103465117, 0.08725962482004732, 0.07646068080097349, 0.24488633752761854, 0.23213652801559806, 0.21472095871255936, 0.5709948598379979, 0.35470725278971754]
703;Благодарный;Stavropol;Blagodarnenskiy;"[ 0.30994771  0.          0.          0.28318872  0.12894729  0.59250151
  0.          0.45347043  0.          0.50041552  0.          0.
  0.          0.04972593 -0.          0.13265767  0.66913472 -0.
 -0.         -0.         -0.         -0.         -0.          0.28900844
  0.18688129 -0.          0.57456583 -0.        ]";[0.3654193781591589, 0.09374028432733154, 0.13097953877442012, 0.31866226831020095, 0.22056559484160088, 0.45134780770239497, 0.21332077838626173, 0.30778784474701093, 0.11274188804037338, 0.44513269778809067, 0.16795548565020751, 0.07877078285666905, 0.04228880475099153, 0.06026392628329537, 0.10755050074341639, 0.1544969772571729, 0.3395115225519878, 0.09188011483222198, 0.2941835229102453, 0.12187517930527977, 0.038572125417219535, 0.08859801395915523, 0.04810288694514188, 0.1238090878729, 0.27293627712394725, 0.14714119177405674, 0.332121574849779, 0.02074569427628125]
704;Сольцы;Novgorod;;"[ 0.32357057  0.          0.          0.1878269   0.16178528  0.53743908
  0.          0.307987    0.          0.66603925  0.08089264  0.
  0.         -0.         -0.          0.05317451  0.43365876  0.22289768
 -0.         -0.         -0.         -0.         -0.          0.01023953
  0.3480521  -0.          0.37783799  0.02810647]";[0.2939644433089059, 0.04946046935339414, 0.06730918338750445, 0.20598157003888065, 0.13853461732412578, 0.5329271043918393, 0.07875157778280378, 0.2444813423662715, 0.05284535826401835, 0.4778735620514194, 0.16110917798100904, 0.03978143335253923, 0.01387813073697439, 0.0502771233237159, 0.06579845896482436, 0.09745233391630652, 0.3921651788139653, 0.2977850168657996, 0.219620080914803, 0.12108745914900858, 0.1326701149297294, 0.10600028398378973, 0.020428746068194125, 0.10756294155550476, 0.5729791925379495, 0.2400824093402551, 0.4589323819852022, 0.28368965863018286]
705;Великий Устюг;;;"[ 0.91844354  0.          0.          0.3955521   0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.28071871 -0.          0.22769272
 -0.          0.43522966 -0.         -0.         -0.          0.02402759
 -0.          0.21185937  0.25512126  0.57237248]";
706;Обоянь;Kursk;;"[ 0.          0.          0.          0.32260082  0.          0.751333
  0.          0.57569735  0.          0.          0.          0.
  0.          0.09281584  0.04001123  0.18976571  0.88030705 -0.
 -0.         -0.          0.52349467 -0.         -0.          0.3612551
  0.66274392  0.34887403  1.20251303  0.42059083]";[0.2644969520930838, 0.039957539146389526, 0.0890611134992822, 0.3034186060973296, 0.13010931204111392, 0.5379781219579157, 0.1313236777433596, 0.3654972379043814, 0.05194071917586919, 0.4026289415837249, 0.09116694741591172, 0.029034825697763306, 0.004875550961886932, 0.08725041205651624, 0.025068775475003142, 0.1894681932300327, 0.5658643066886415, 0.1300275075836752, 0.07237863161871769, 0.005150629459703924, 0.13747748314342875, 0.012780288746401797, 0.0, 0.16464239013458648, 0.5050305577763452, 0.20430474972096482, 0.5744368431900773, 0.13146009980502604]
707;Мичуринск;Tambov;;"[ 0.34580822  0.18492084  0.22498986  0.28425054  0.31326402  0.37707597
  0.23824843  0.27023641  0.19075346  0.4103944   0.3212904   0.1485725
  0.12074658  0.01105288 -0.         -0.         -0.          0.01772696
  0.56814144 -0.         -0.          0.07988458 -0.         -0.
  0.33717495  0.07022861 -0.         -0.        ]";[0.3632250641166429, 0.0754754951122764, 0.09217938045884964, 0.3206842237989199, 0.22253660375357048, 0.4556811209219224, 0.2295816741895682, 0.2924295532403961, 0.09370886338707464, 0.5074548995799234, 0.1478476080321624, 0.04587113628301014, 0.031576765826286414, 0.06390910604048425, 0.012133913164799547, 0.15399628431801035, 0.3513493621685247, 0.0406266687685845, 0.19918355461858556, 0.014891991494380674, 0.0, 0.038469848364801974, 0.0, 0.15842452233781584, 0.1667080760636329, 0.08931793310898484, 0.26879297210757286, 0.0]
708;Серпухов;Moscow Oblast;Serpukhov;"[ 0.40845105  0.          0.          0.          0.16981206  0.53281113
  0.          0.          0.          0.6720893   0.26218291  0.
  0.         -0.         -0.         -0.         -0.          0.80588363
  0.01690669  1.29324043 -0.          0.28757974 -0.          0.02842251
  0.5632542  -0.          0.44529289  0.8461424 ]";[0.2383443552182965, 0.0, 0.0, 0.12070643740362941, 0.032568545247150485, 0.633365595018984, 0.005978277455155739, 0.172455652435965, 0.0, 0.4892875075336517, 0.046035991277872605, 0.0, 0.0, 0.024230270922658854, 0.018846696765712236, 0.22015335530495567, 0.5828583483410863, 0.3591026544800972, 0.030842506171144674, 0.08481895001388848, 0.16983053382873656, 0.029085598704754773, 0.02525525487954867, 0.11876136651416569, 0.7568308647427313, 0.39420387397592754, 0.5853821268964279, 0.2759323458740476]
709;Бородино;Krasnoyarsk;Borodino;"[ 0.          0.          0.          0.45528077  0.          0.75209499
  0.          0.4765213   0.          0.          0.          0.
  0.         -0.          0.13066035  0.38883544  0.98523161 -0.
 -0.         -0.          0.43781825 -0.         -0.          0.37525059
  0.60409644  0.41597115  1.25500336  0.80960778]";[0.40335594676752773, 0.05169263540213251, 0.05709307565065208, 0.1926595945590099, 0.11678941579522173, 0.4693778243571456, 0.11471164789111503, 0.14312719783595243, 0.0463370784453096, 0.5794303254443707, 0.07745088401361241, 0.033228640366613015, 0.009069208991914029, 0.03827709029273034, 0.09381289874204575, 0.21550396777248912, 0.43461766413696334, 0.3719287675596536, 0.1670956074409836, 0.15265544259241665, 0.06870469889393939, 0.07605897102623989, 0.0810594863134546, 0.09337188013272665, 0.4713521370353392, 0.21757927370463165, 0.4194099407841759, 0.39354216835126316]
710;Пыталово;;;"[ 0.75930733  0.          0.          0.52496554  0.          0.
  0.38453031  0.          0.          0.          0.          0.
  0.         -0.         -0.          0.57891797  0.16477022 -0.
 -0.         -0.         -0.         -0.         -0.         -0.
 -0.          0.50928226  0.15936389 -0.        ]";
711;Лабинск;Krasnodar;;"[ 0.          0.          0.          0.40366459  0.          0.71100874
  0.          0.5632589   0.11941895  0.          0.          0.
  0.          0.1166372   0.16213803  0.24357083  0.83320546 -0.
 -0.         -0.          0.56528924 -0.         -0.          0.43544493
  0.64512244  0.52370549  1.20145294  0.43598638]";[0.32126791328359205, 0.1394472358422113, 0.17287310965641073, 0.31371330694662086, 0.2435014053845665, 0.4319582342131657, 0.21993118074368115, 0.29505985182129985, 0.1516006461640105, 0.36981936758403483, 0.22433217358476729, 0.11968392548362713, 0.06207905974481358, 0.06265427730365464, 0.19775510681480435, 0.09868120980700172, 0.22286945497359167, 0.06243415651461602, 0.34269002129449855, 0.10164434105647183, 0.10552363198363938, 0.1080387504840812, 0.1068854473416367, 0.09187588671043691, 0.33951739191356317, 0.20642831175320808, 0.26776049851487527, 0.21685784445216386]
712;Верхняя Салда;Sverdlovsk;Verkhnesaldinskiy;"[ 0.          0.          0.          0.44557232  0.          0.69970441
  0.          0.55846132  0.          0.          0.          0.
  0.          0.02249     0.25800824  0.26332456  0.87139453 -0.
 -0.         -0.          0.60943139 -0.          0.06031907  0.41355408
  0.42279204  0.6133483   1.36526099  0.77378195]";[0.20365504400919565, 0.033073515046209645, 0.057725382444961865, 0.3492779392040689, 0.10056816213549588, 0.5826936004519707, 0.09689571705956014, 0.39843741911008157, 0.04940907835090125, 0.25631109442857763, 0.0777091168182353, 0.02360256139752804, 0.014419525608990154, 0.054698320007110196, 0.14265307058444723, 0.2109672129439544, 0.6213688750510342, 0.1251608445638378, 0.14800309285261334, 0.16564170663397507, 0.2923155942038698, 0.07880083210854658, 0.05531545029971831, 0.28598423375015414, 0.40802236159229505, 0.3566833222000964, 0.7827865426074834, 0.48737310742756945]
713;Кондопога;Karelia;Kondopozhskiy;"[ 0.39503701  0.          0.15281106  0.35248969  0.23908436  0.42973385
  0.27692279  0.28356303  0.12638811  0.5234518   0.08627331  0.
  0.          0.07517797 -0.          0.34350969  0.38724657  0.00285967
 -0.         -0.         -0.         -0.         -0.          0.14085088
  0.45603644  0.20504813  0.22061272 -0.        ]";[0.25551626708849656, 0.0133043796718392, 0.03524293406780293, 0.22367339604736544, 0.15208291942826235, 0.5538787106035987, 0.07140334936861552, 0.29550220670280586, 0.021667534910702686, 0.47710012163685406, 0.1475881926256239, 0.007108797571434426, 0.0, 0.04083632042446492, 0.052287559894638784, 0.11693814134700797, 0.42166240458848614, 0.14901498282222164, 0.15717111605368103, 0.13494784874462307, 0.17228456533758182, 0.07672675931995634, 0.015431465496738706, 0.19143899940929313, 0.36762127480322454, 0.22110465524364925, 0.5366034254755159, 0.2643268621807949]
714;Реж;Sverdlovsk;;"[ 0.          0.          0.          0.44557232  0.          0.69970441
  0.          0.55846132  0.          0.          0.          0.
  0.          0.02249     0.25800824  0.26332456  0.87139453 -0.
 -0.         -0.          0.60943139 -0.          0.06031907  0.41355408
  0.42279204  0.6133483   1.36526099  0.77378195]";[0.20365504400919565, 0.033073515046209645, 0.057725382444961865, 0.3492779392040689, 0.10056816213549588, 0.5826936004519707, 0.09689571705956014, 0.39843741911008157, 0.04940907835090125, 0.25631109442857763, 0.0777091168182353, 0.02360256139752804, 0.014419525608990154, 0.054698320007110196, 0.14265307058444723, 0.2109672129439544, 0.6213688750510342, 0.1251608445638378, 0.14800309285261334, 0.16564170663397507, 0.2923155942038698, 0.07880083210854658, 0.05531545029971831, 0.28598423375015414, 0.40802236159229505, 0.3566833222000964, 0.7827865426074834, 0.48737310742756945]
715;Вихоревка;Irkutsk;Bratsky District;"[ 0.39157278  0.07387657  0.14775314  0.31166399  0.26032028  0.45287
  0.240975    0.34614509  0.10822722  0.45310945  0.22871472  0.04661093
  0.          0.12266385 -0.          0.0362041   0.38465231  0.09656554
 -0.         -0.          0.01267453 -0.         -0.         -0.
  0.42020415 -0.          0.26429805 -0.        ]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
716;Димитровград;Ulyanovsk;;"[ 0.36295616  0.09663439  0.15845513  0.30976167  0.29452409  0.41403281
  0.23950787  0.3054711   0.17011271  0.4533908   0.28437236  0.11683697
  0.          0.11102076 -0.         -0.          0.26512614  0.08514131
 -0.         -0.         -0.         -0.         -0.         -0.
  0.69376169  0.06692515  0.13906339 -0.        ]";[0.36218764987836954, 0.11113522760736287, 0.16235329453382022, 0.32839555654947566, 0.2718438850363569, 0.4216926482466359, 0.26472367466117447, 0.29803276825453456, 0.1320831626538526, 0.4712665234597229, 0.21734627098494586, 0.11558541185180866, 0.040729742493012276, 0.11645323723103962, 0.0, 0.10971605594420551, 0.2809318176066904, 0.06631112399767115, 0.0, 0.0, 0.0, 0.024838105172907115, 0.0, 0.0, 0.43963265264300233, 0.1338024197265776, 0.17047380175747262, 0.0]
717;Шумиха;Kurgan;;"[ 0.37315597  0.          0.          0.36696036  0.22193439  0.48519583
  0.2337707   0.3694989   0.13757851  0.46138088  0.10644527  0.08435588
  0.          0.08844384 -0.          0.11055013  0.34141924 -0.
 -0.         -0.          0.06342092 -0.         -0.          0.16813814
 -0.         -0.          0.22263708 -0.        ]";[0.41743770062643165, 0.02018002684058183, 0.06694792317164557, 0.26383611387854194, 0.1685044461471471, 0.4848535402950927, 0.18514406734855018, 0.21067475454513918, 0.08526215289759104, 0.5157505423395998, 0.12350421011553947, 0.033735192920512726, 0.013208346314329494, 0.05659182439721287, 0.028218656731567888, 0.2226834986303173, 0.43628581704468977, 0.2768586085157938, 0.11109719399364591, 0.07721932936005414, 0.04552004937264345, 0.039010262790050196, 0.0, 0.15049483975897995, 0.41044238920444814, 0.23387620348109156, 0.44074897766324095, 0.15679978835327713]
718;Велиж;Smolensk;;"[ 0.31495771  0.          0.          0.30581967  0.06962604  0.51764373
  0.          0.30581967  0.          0.66403876  0.          0.
  0.          0.05849471 -0.          0.24301549  0.71316423  0.14342532
 -0.         -0.         -0.         -0.         -0.          0.05495116
  0.56423865  0.17996678  0.31420181 -0.        ]";[0.2800699590152095, 0.017907492481486036, 0.04190214109031871, 0.3437256625614179, 0.12076284044008326, 0.5296809154574768, 0.09340244056858096, 0.34000095113497913, 0.02638167701197323, 0.44232183790428536, 0.10726571986316692, 0.010811439495391845, 0.005340646113094486, 0.04388971410921246, 0.09064262852430026, 0.18034351918130337, 0.5621406159579756, 0.1015811926961616, 0.18623823157869865, 0.1568551130426086, 0.10847020805388098, 0.10047603120910183, 0.024534647668984177, 0.1947185517244291, 0.3819662003257904, 0.18904339045137186, 0.5139990137073293, 0.22824559253694413]
719;Плёс;Ivanovo;Privolzhskiy;"[ 0.          0.          0.          0.42742289  0.          0.70703224
  0.          0.56339604  0.          0.          0.          0.
  0.          0.03192532  0.23694391  0.25357526  0.85299544 -0.
 -0.         -0.          0.68089114 -0.          0.12452917  0.43895154
  0.2471648   0.65216077  1.52136748  0.97641968]";[0.17389384363842228, 0.008297577651586915, 0.016231520090369465, 0.2852335908628301, 0.04771921168047562, 0.632769791472073, 0.04051965021314475, 0.34794548459312574, 0.017339478627683487, 0.3009196552403174, 0.05855103904430931, 0.01101683891363768, 0.0, 0.036519981220496475, 0.11639564118660442, 0.21956193533820254, 0.6731297601530781, 0.25763576027483515, 0.12744967900097418, 0.1830354863651703, 0.3250564092104823, 0.055447992968633064, 0.025292187021169272, 0.2824955409363661, 0.6430053652516532, 0.4441982180057699, 0.8895350462915959, 0.5055211157744591]
